Track 	Length	Distance	#Frames	1stFrame	time(s)	MaxSpeed	AvgArea	StdArea	AvgPerim	StdPerim	AvgSpeed	BLPS	avgX	avgX	Bends	BBPS
19	604.6952	65.039	898	0	29.933332	85.2985668182373	223.88753	6.0930758	125.62965	2.8302178	20.201399	0.3216024	1319.5725	898.3397	52.5	1.7538975501113585
20	1181.5686	157.23325	1801	0	60.033333	96.35565519332886	220.74959	7.5627766	126.34754	3.950346	19.681877	0.3115514	1939.5629	956.02325	107.0	1.7823431426985008
21	593.78424	191.86429	756	0	25.2	84.75131034851074	239.07408	6.8400702	132.13594	2.9560375	23.562866	0.35664582	1402.5405	930.8802	41.0	1.626984126984127
22	2129.3738	607.17914	1801	0	60.033333	95.98918676376343	216.59523	6.476793	124.540665	4.0557437	35.469856	0.56961083	941.1472	1341.9177	108.5	1.807329261521377
23	1212.8835	93.368835	1801	0	60.033333	87.26554155349731	241.67018	6.0385838	129.99106	2.96019	20.203503	0.31084448	1411.5636	1085.0498	104.5	1.7406996113270405
24	1687.0718	158.25168	1801	0	60.033333	87.74941205978394	227.15659	6.0073957	126.748245	3.2727122	28.102251	0.44343415	1081.5646	1245.6034	111.0	1.8489727928928372
25	1293.723	59.01275	1801	0	60.033333	70.89975357055664	227.56413	5.879949	126.08512	3.1336606	21.55008	0.34183383	1804.105	1151.014	103.0	1.7157134925041644
26	1325.334	92.267006	1801	0	60.033333	82.73976802825928	220.29205	6.5517755	126.7244	2.8872502	22.076635	0.34841964	1611.733	1157.989	109.5	1.823986674069961
27	702.534	270.44867	931	0	31.033333	98.72755765914917	215.92911	6.4328895	129.65794	4.5397763	22.638046	0.34919643	1491.7693	1367.7019	54.0	1.7400644468313642
28	1796.5023	267.45248	1801	0	60.033333	109.94070768356323	192.75403	8.209075	117.62179	4.8152194	29.925081	0.5088357	1283.6552	1423.4031	112.0	1.8656302054414213
29	483.55066	76.29366	572	0	19.066668	95.360848903656	206.90909	10.884304	121.669556	11.37309	25.36105	0.41688406	1631.1941	1509.0283	26.0	1.3636363636363635
30	1175.8601	151.37569	1801	0	60.033333	76.55909299850464	226.44641	6.803883	130.81956	4.630919	19.586786	0.29944736	1188.8492	1582.7688	95.5	1.5907828983897834
31	142.90944	79.59261	236	32	7.866667	45.345672369003296	228.16101	5.99783	130.38133	2.5247474	18.166454	0.2786665	1229.8551	760.7312	14.5	1.8432203389830508
32	613.1746	50.566948	701	32	23.366667	76.9735336303711	239.85593	5.6903987	130.15211	2.4439168	26.241425	0.40324238	1277.9244	784.60895	44.5	1.9044222539229672
33	39.43904	17.710033	97	56	3.2333333	31.474556922912598	472.05154	14.348615	232.44183	11.393793	12.197641	0.1049522	1288.2266	1025.1593	0.0	0.0
34	185.25063	107.369865	256	84	8.533334	59.3098247051239	226.30078	5.7304964	123.384415	2.0253227	21.709057	0.351893	1315.1372	533.4571	15.0	1.7578125
35	700.36505	75.03334	1337	84	44.566666	52.59057283401489	230.24234	7.1420302	126.948204	2.929914	15.714997	0.24758126	1281.593	567.2871	75.0	1.6828721017202692
36	807.4009	198.04184	1123	213	37.433334	66.96351528167725	257.59662	7.041149	135.62877	4.90677	21.569035	0.3180599	1223.5833	922.7848	60.5	1.616206589492431
37	1026.1858	292.3019	1588	213	52.933334	83.46498727798462	238.96788	7.269212	130.78687	4.16841	19.386381	0.29645762	1233.5415	1243.8712	85.5	1.6152392947103276
39	77.60182	35.069675	111	382	3.7	85.94314813613892	231.48648	12.845844	130.60594	13.9537525	20.973467	0.3211717	1162.683	702.126	4.5	1.2162162162162162
40	294.26892	88.23253	351	382	11.7	85.9425687789917	221.51567	5.3253207	122.46148	2.7411792	25.15119	0.41076082	1195.4893	769.43024	20.5	1.7521367521367521
41	845.2629	76.80964	1011	410	33.7	86.92854881286621	209.6825	6.7321515	121.40801	2.6425338	25.081985	0.413185	1308.8018	509.8411	57.0	1.6913946587537092
42	964.89355	406.2338	1391	410	46.366665	117.08433151245117	228.7987	7.592861	123.458725	3.326545	20.81007	0.33711785	1153.1649	291.40787	82.5	1.7792954708842559
43	677.93616	152.35017	585	473	19.5	139.26861763000488	232.69402	42.166992	118.38407	20.658005	34.765957	0.5873418	842.4525	129.5586	32.5	1.6666666666666667
44	262.65173	79.31895	253	493	8.433333	138.19822311401367	226.57707	7.1972623	129.2564	4.7070875	31.144474	0.48190224	1169.2638	730.0666	14.0	1.6600790513833992
45	578.692	175.04163	627	529	20.9	105.9473705291748	267.4131	6.973021	138.75516	3.1721053	27.688612	0.39910027	1298.1915	716.4161	39.0	1.8660287081339713
46	426.92517	83.15853	369	529	12.3	86.52452230453491	235.14905	6.169878	129.70369	5.6893673	34.709366	0.53521013	1293.287	893.1015	22.5	1.829268292682927
47	284.6696	153.9444	359	572	11.966666	61.1950421333313	206.42061	11.241321	123.70623	7.359925	23.788546	0.3845974	1621.5166	1512.5436	20.5	1.713091922005571
49	823.7339	333.51157	693	788	23.1	112.65353679656982	230.62048	28.120693	127.653404	14.309149	35.659477	0.5586921	433.7923	1082.1636	46.0	1.9913419913419914
50	929.47894	309.4696	1013	788	33.766666	121.91788673400879	201.16289	9.284806	118.987206	6.4245358	27.526524	0.4626804	616.0405	1089.2505	56.0	1.6584402764067128
51	776.83374	329.70166	994	807	33.133335	136.53725624084473	249.57042	26.028831	134.01236	13.483314	23.445686	0.34990335	1828.2524	515.44073	61.0	1.841046277665996
52	470.30676	27.573816	676	872	22.533333	80.34594297409058	240.54881	7.247721	131.68117	4.0885124	20.871601	0.31700206	1485.0616	819.0315	28.0	1.242603550295858
53	795.7035	186.6396	929	872	30.966667	88.48950862884521	197.34984	7.3053255	117.00515	4.0030875	25.695484	0.4392197	1399.4376	857.92535	57.0	1.8406889128094726
54	147.39545	72.79573	220	889	7.3333335	74.05389547348022	241.75455	7.263704	129.53593	4.0425916	20.099379	0.310329	1183.2311	718.3175	13.0	1.7727272727272727
55	184.53055	80.41481	203	906	6.766667	70.23911476135254	223.68965	6.2463646	122.47519	3.1342607	27.270523	0.44532323	1194.9584	763.0528	12.0	1.7733990147783252
56	1052.4832	340.84286	895	906	29.833334	93.5535979270935	220.52737	9.572815	127.64965	4.950532	35.278767	0.5527436	1379.024	608.14655	52.0	1.7430167597765363
57	323.96265	115.72676	447	944	14.9	92.32359409332275	223.89485	6.621757	124.47028	4.0684047	21.74246	0.34935987	1264.1168	923.84204	24.5	1.6442953020134228
58	771.6385	215.30121	604	944	20.133333	88.6656403541565	229.08278	6.2142324	128.21634	3.6617868	38.326416	0.59783983	1464.8026	898.10724	38.5	1.9122516556291391
59	571.708	182.7212	735	972	24.5	109.71289157867432	214.58504	10.8665695	130.38489	6.1127768	23.33502	0.35794058	1418.4923	1577.2621	42.0	1.7142857142857142
60	607.3272	135.13388	649	972	21.633333	119.9240255355835	193.33437	22.720743	122.41424	11.460076	28.073675	0.45866683	1492.3677	1623.1494	37.5	1.7334360554699537
61	585.699	203.39464	641	1160	21.366667	84.0646505355835	217.40561	6.232794	121.692505	3.9024704	27.411808	0.45050937	1107.886	878.1573	36.0	1.6848673946957877
62	238.53511	72.577545	234	1233	7.8	161.33198261260986	213.41026	48.02273	115.39189	24.080675	30.581425	0.5300446	878.094	77.59186	14.0	1.794871794871795
63	518.77765	260.9773	545	1256	18.166666	74.14634227752686	267.75046	6.3807015	138.78452	2.5806565	28.556566	0.41152382	1018.70966	799.8571	31.5	1.7339449541284404
65	62.540615	18.703852	115	1421	3.8333333	38.83695602416992	408.30435	18.657661	206.22192	17.44321	16.314943	0.15822706	1279.7168	516.3917	1.5	0.391304347826087
66	202.638	38.795444	309	1492	10.3	60.24282932281494	261.6861	5.0260844	137.62134	2.3054454	19.673594	0.28590903	1166.8816	882.2027	17.5	1.6990291262135921
67	209.82524	84.05996	195	1524	6.5	88.19398641586304	228.97437	5.336546	127.658646	2.3722887	32.280804	0.5057363	1189.6633	789.0988	12.0	1.8461538461538463
68	189.60605	74.63021	277	1524	9.233334	62.54903554916382	240.23105	6.586441	130.43437	2.359141	20.53495	0.31487024	1255.3834	842.34424	17.5	1.8953068592057762
69	334.52176	125.337265	251	1550	8.366667	91.51123523712158	232.20717	6.976884	128.85645	3.8086529	39.98268	0.62057716	1445.344	742.46185	17.0	2.0318725099601593
70	184.70787	79.61928	251	1550	8.366667	71.75818920135498	242.81274	6.0399337	132.42236	2.7032344	22.07664	0.33342764	1504.3792	793.74084	14.0	1.6733067729083666
71	131.06364	54.33331	250	1551	8.333333	45.68432807922363	228.808	5.199932	126.22241	2.4540093	15.727638	0.24920516	1316.8677	494.6025	13.5	1.62
72	178.3174	42.93335	250	1551	8.333333	72.42852687835693	211.4	7.140585	117.60688	12.421004	21.398088	0.36389178	1217.8839	524.7318	11.0	1.32
