Track 	Length	Distance	#Frames	1stFrame	time(s)	MaxSpeed	AvgArea	StdArea	AvgPerim	StdPerim	AvgSpeed	BLPS	avgX	avgX	Bends	BBPS
14	562.3682	94.55448	572	0	19.066668	80.40975093841553	235.71504	4.081171	123.40649	2.5792549	29.494839	0.47801116	1306.6373	998.3772	34.5	1.8094405594405594
15	1227.1713	198.95363	1801	0	60.033333	74.35506105422974	242.73793	5.073477	129.11282	2.8080003	20.441498	0.3166455	1095.7357	1077.1826	99.0	1.649083842309828
16	130.62724	78.10074	209	0	6.9666667	66.36538982391357	188.99043	3.4972384	110.75055	2.2953863	18.750322	0.3386046	1473.9072	992.88416	13.5	1.937799043062201
17	209.77737	104.3053	209	0	6.9666667	78.65645170211792	198.30144	5.568632	110.68927	3.6775727	30.111586	0.5440742	1514.1927	1043.2228	13.5	1.937799043062201
18	369.1962	116.32565	572	0	19.066668	79.08071994781494	214.40735	3.451462	114.48867	4.8368483	19.363438	0.33825946	1182.4669	1032.1483	27.0	1.416083916083916
19	313.04266	177.93019	603	0	20.1	71.17441177368164	237.6053	3.8041904	127.138756	2.2466393	15.574262	0.2449963	1132.2451	1091.5426	31.5	1.5671641791044777
20	1477.768	293.51303	1801	0	60.033333	79.69751358032227	215.9578	6.0061445	120.10545	5.481597	24.61579	0.40990293	916.9168	1104.7776	105.0	1.7490283176013326
21	1100.4347	132.2971	1433	0	47.766666	102.36901760101318	218.49895	6.508817	117.808365	3.520662	23.037712	0.39110488	1344.7235	1156.7362	73.5	1.5387299371946965
22	1114.144	310.46188	1801	0	60.033333	97.88031578063965	225.1427	8.562785	120.97674	4.7547894	18.558758	0.30681533	1187.5607	1165.4586	101.0	1.6823986674069962
23	1284.045	385.22833	1801	0	60.033333	78.08778762817383	252.65964	23.156597	125.353455	5.57765	21.388868	0.34125692	967.47906	1381.3033	101.5	1.6907273736812882
24	883.4008	301.59662	1067	19	35.566666	92.87610054016113	245.71602	7.9979453	127.24115	5.106081	24.837887	0.39040652	1446.1134	582.5714	59.5	1.6729147141518275
25	1525.6519	191.81122	1782	19	59.4	128.09327602386475	213.15768	8.845695	117.45671	7.8455586	25.684374	0.43734196	1683.4774	665.01733	87.5	1.473063973063973
26	1117.5919	200.58646	1763	38	58.766666	114.27313327789307	236.94554	9.438034	124.207466	6.0698457	19.017447	0.30622068	1638.1556	603.7157	75.5	1.2847419171866137
27	962.4801	126.13433	1618	38	53.933334	66.07934474945068	245.82756	5.309406	126.13823	2.938973	17.845737	0.28295526	1505.222	703.4065	93.0	1.7243510506798516
28	245.7112	19.1272	261	188	8.7	98.68423461914062	216.18774	41.01106	108.91866	19.347582	28.242666	0.51860106	1862.9261	913.42163	15.5	1.7816091954022988
29	330.91168	51.37657	451	197	15.033334	71.70706272125244	159.96674	3.5063438	101.71297	6.50905	22.011864	0.43282318	1254.3691	554.9163	23.5	1.5631929046563193
30	126.3042	53.248924	261	197	8.7	45.58587312698364	257.26437	3.6356983	132.65959	2.5204859	14.517724	0.21887183	1247.4698	618.9166	14.0	1.6091954022988506
32	168.56923	69.20179	241	324	8.033334	57.54464149475098	198.6141	4.146842	108.852806	2.620868	20.983723	0.38554308	1398.6665	787.18396	14.0	1.7427385892116183
33	241.20952	145.84819	484	324	16.133333	51.46144509315491	248.46281	3.7251122	128.57182	2.167501	14.951003	0.23257044	1301.8557	740.6338	27.5	1.7045454545454546
34	357.72302	167.97195	374	353	12.466666	93.11267852783203	198.78877	6.7510924	111.755455	5.381301	28.694359	0.51352054	1598.5994	891.2622	25.0	2.0053475935828877
35	801.5727	180.76599	1080	353	36.0	316.3625907897949	190.51482	9.113931	110.8104	7.478889	22.265907	0.40187398	1488.5107	1072.763	63.5	1.7638888888888888
36	92.15321	43.621628	187	461	6.233333	44.872716665267944	255.46524	3.8018982	132.81973	2.1227334	14.783938	0.22261661	1215.0226	622.0964	10.0	1.6042780748663101
37	713.8531	61.69823	1340	461	44.666668	56.02267384529114	213.47238	3.715215	116.83875	2.5891726	15.981786	0.27356994	1149.2728	686.2533	69.0	1.544776119402985
38	993.7498	234.8913	1186	562	39.533333	256.76244735717773	224.73103	24.454853	116.18376	11.920502	25.13701	0.43271127	1846.4702	831.5105	70.5	1.7833052276559864
39	592.58	208.37772	719	612	23.966667	70.16309022903442	222.79694	3.7713835	118.22943	2.1951885	24.725176	0.41825753	1398.4733	677.49084	43.0	1.7941585535465925
40	93.20866	37.07793	138	612	4.6	58.2805609703064	200.31885	4.292219	108.44856	2.6203437	20.26275	0.37368408	1395.5872	846.77527	7.5	1.6304347826086956
41	726.53644	222.7086	1172	629	39.066666	94.11625385284424	220.98038	24.29098	114.979355	9.724746	18.59735	0.32349026	610.83594	331.97888	65.5	1.6766211604095562
42	624.1223	53.531845	1148	653	38.266666	70.92251300811768	237.01743	5.792071	122.536446	4.4388466	16.309816	0.26620352	1270.9263	1089.3403	69.5	1.8162020905923344
43	65.35218	32.552624	128	680	4.266667	45.836498737335205	258.39062	3.4669063	133.0251	2.4035804	15.316916	0.23028609	1245.5464	601.5791	6.5	1.5234375
44	384.7988	65.9061	494	680	16.466667	79.52398538589478	157.72064	3.7044597	102.06171	2.7486243	23.36835	0.4579259	1217.4487	586.51733	32.0	1.94331983805668
46	522.9238	37.6235	1067	734	35.566666	53.721885681152344	242.29053	4.5827737	127.61064	2.3897345	14.702638	0.23042965	1299.0967	1021.48505	60.0	1.6869728209934396
47	682.8786	211.36493	1067	734	35.566666	68.55579614639282	216.9119	4.976466	115.686195	3.5403821	19.19996	0.33193174	1271.2385	1018.89557	60.5	1.7010309278350515
48	513.112	84.61896	982	819	32.733334	62.03350782394409	245.16904	4.524251	124.84456	2.7409394	15.67552	0.2511206	1430.6746	841.90765	53.0	1.6191446028513239
49	406.18893	154.81648	564	819	18.8	65.06381034851074	193.01596	5.2569594	106.3757	3.9500403	21.605795	0.4062167	1325.5164	786.61755	31.0	1.648936170212766
50	415.03772	35.08838	814	857	27.133333	53.83734583854675	256.68182	3.9133592	132.51013	3.949668	15.29623	0.23086883	1229.6692	619.82117	39.0	1.4373464373464373
51	120.78362	78.264404	229	857	7.633333	61.39941930770874	250.76855	3.580364	129.74419	2.5211203	15.823182	0.24391355	1297.5745	609.0321	13.0	1.703056768558952
52	600.4877	176.09325	932	869	31.066668	99.90554809570312	210.06223	6.7353206	115.56953	4.7405915	19.329	0.33449998	1733.3877	856.5793	41.5	1.3358369098712446
53	617.3617	122.16057	932	869	31.066668	115.78422546386719	253.59227	10.799862	134.70134	11.899581	19.872156	0.2950551	1631.0763	799.4326	47.5	1.5289699570815452
54	481.71445	60.662197	737	1064	24.566668	62.86791801452637	214.0814	3.8640475	118.391045	2.5797806	19.608458	0.331249	849.92474	732.51337	42.0	1.7096336499321574
55	566.48975	134.54466	737	1064	24.566668	75.58397769927979	217.97829	3.6741705	121.71304	5.6696377	23.059286	0.3789123	891.972	768.0878	38.0	1.5468113975576663
56	228.88817	12.2752695	451	1089	15.033334	56.03089928627014	255.3858	4.074547	129.87267	3.0035858	15.225377	0.23446622	1350.9496	563.1606	22.0	1.4634146341463414
58	312.1299	104.60369	565	1236	18.833334	48.77603530883789	261.33627	4.8487964	131.76474	2.4271035	16.573269	0.25155848	1098.5543	249.46048	30.0	1.592920353982301
59	521.57367	54.08348	565	1236	18.833334	76.07689619064331	235.84248	4.576571	129.45462	2.3725226	27.694178	0.42785922	1226.7338	291.1169	33.5	1.7787610619469028
60	293.8415	68.51881	358	1354	11.933333	69.47131633758545	216.48604	3.5398612	113.51612	11.102916	24.623589	0.4338342	1279.184	615.48706	15.5	1.2988826815642458
61	235.41678	85.598656	311	1490	10.366667	62.45630979537964	225.12862	4.4522033	119.39141	2.6151252	22.709015	0.38041288	1525.707	1107.0568	17.0	1.639871382636656
62	257.52594	114.62606	311	1490	10.366667	71.39661312103271	198.75563	4.4444337	114.61035	2.356726	24.84173	0.43349892	1601.1005	1148.1958	20.5	1.977491961414791
63	140.86336	64.038055	189	1612	6.3	90.6531286239624	241.39154	6.4655495	126.74172	5.003685	22.359262	0.35283193	1400.5858	711.2233	11.5	1.8253968253968254
