Track 	Length	Distance	#Frames	1stFrame	time(s)	MaxSpeed	AvgArea	StdArea	AvgPerim	StdPerim	AvgSpeed	BLPS	avgX	avgX	Bends	BBPS
1	1952.6042	91.16962	1801	0	60.033333	154.98805046081543	174.95003	8.78444	110.8647	6.3454714	32.525333	0.58675724	937.1859	369.73395	93.0	1.549139367018323
2	787.4362	283.89774	1249	0	41.633335	102.92992830276489	206.01521	23.600758	123.61332	11.863156	18.913599	0.30601233	1465.2982	177.11128	77.0	1.8494795836669335
3	1219.2031	126.631676	1801	0	60.033333	102.03738212585449	230.9739	8.127039	127.17313	6.0164366	20.30877	0.31938776	604.77997	358.74023	102.0	1.6990560799555803
4	1589.4069	362.96362	1801	0	60.033333	94.8598837852478	203.4603	7.3237596	119.15276	3.8219414	26.475407	0.44439435	1369.7147	475.48523	108.5	1.807329261521377
5	608.35834	174.0221	743	0	24.766666	129.42935943603516	237.60161	33.16044	128.16867	16.59534	24.563595	0.38330108	1836.9718	367.7487	43.5	1.756393001345895
6	1364.8475	118.59118	1801	0	60.033333	82.3038911819458	214.19322	7.0017757	123.13599	3.8018064	22.734829	0.36926377	1587.7281	564.08685	100.5	1.6740699611327041
7	1061.3854	274.69742	1358	0	45.266666	90.13705730438232	210.96172	8.438778	120.22051	9.9607725	23.447393	0.3900731	1162.4869	582.7701	70.5	1.5574374079528719
8	781.89264	34.261166	817	0	27.233334	182.87738800048828	231.34639	10.487678	127.61362	6.285475	28.710869	0.4499656	1318.5365	738.36066	48.5	1.780905752753978
9	1556.9957	210.98347	1801	0	60.033333	98.8424277305603	228.1699	7.981089	128.04228	5.560992	25.935518	0.4051087	1607.0048	751.4094	99.5	1.65741254858412
10	1235.2358	65.67177	1801	0	60.033333	76.71037673950195	223.1055	5.9926786	125.41455	3.8431466	20.575832	0.32812512	1170.4122	752.37915	102.5	1.7073847862298723
11	1331.9406	242.49571	1801	0	60.033333	85.05995035171509	224.79845	6.653313	129.174	3.2193713	22.186684	0.34351626	815.9471	986.2049	114.0	1.8989450305385898
12	1409.1481	161.41492	1801	0	60.033333	85.93264102935791	227.38145	7.5901594	125.48488	5.393519	23.472761	0.374113	569.74243	939.67255	105.5	1.7573570238756246
14	1025.7628	45.73038	1268	0	42.266666	79.01470899581909	184.92114	6.941867	113.32135	3.9274068	24.268837	0.42831886	1584.6495	895.8518	77.0	1.8217665615141956
15	322.9133	82.955505	458	0	15.266666	79.74990606307983	215.68777	8.104939	120.39438	6.8504786	21.151525	0.35137066	1056.9684	963.8869	24.5	1.6048034934497817
16	1589.5475	385.7589	1801	0	60.033333	87.93121576309204	254.71405	14.464549	138.12312	7.7267194	26.477747	0.38339344	606.2354	1232.7672	109.5	1.823986674069961
17	295.78986	5.387817	458	0	15.266666	97.3880410194397	246.05894	11.690708	131.75958	7.579302	19.374882	0.29409447	989.7074	1018.0872	18.5	1.2117903930131004
18	107.70789	15.0019865	139	0	4.633333	72.62800455093384	199.57555	11.1576185	114.60498	10.723535	23.246307	0.40567708	1236.5956	1067.0093	6.5	1.4028776978417266
19	79.744835	41.948586	139	0	4.633333	67.6075530052185	243.65468	6.1676016	128.72023	8.412764	17.211115	0.26741895	1295.6514	1081.5676	6.0	1.2949640287769784
20	927.571	138.4098	1268	0	42.266666	88.50504398345947	218.12619	6.6189446	126.75094	2.7610242	21.945686	0.34628046	1587.1353	1029.8076	76.5	1.8099369085173502
22	701.63916	197.24852	681	0	22.7	116.21608257293701	212.43759	7.9249787	122.70289	4.4571824	30.909214	0.5038058	1417.2006	1193.2217	40.0	1.7621145374449338
23	1728.7913	192.8997	1801	0	60.033333	227.02962398529053	189.31926	10.257502	116.444145	7.000628	28.79719	0.4946095	840.5413	1227.1305	108.0	1.799000555247085
24	1286.8403	225.18896	1801	0	60.033333	102.39307165145874	207.66797	7.1873903	125.253914	3.954457	21.435429	0.3422716	1726.8167	1327.1769	110.0	1.8323153803442531
25	1546.8894	369.66913	1418	0	47.266666	109.54444885253906	186.38011	8.127084	116.48785	5.7578654	32.726856	0.5618931	1346.3069	1498.8988	87.0	1.840620592383639
26	651.35583	129.97949	681	0	22.7	100.5429196357727	205.1997	7.1670036	123.79083	4.225082	28.69409	0.4635899	1316.1848	1421.6053	41.5	1.828193832599119
27	1118.7579	297.28622	1801	0	60.033333	70.5787467956543	221.5436	6.4919963	130.26013	3.6677012	18.635612	0.2861292	1016.2668	1556.6727	99.0	1.649083842309828
28	130.31346	34.51533	114	0	3.8	85.84699630737305	189.64035	37.159576	115.74847	20.172176	34.293015	0.5925438	1227.0343	1689.1958	7.0	1.8421052631578947
29	125.12682	28.506588	93	0	3.1	110.54181575775146	189.5914	28.23667	114.91507	14.852559	40.36349	0.7024926	964.0341	1695.9524	5.5	1.7741935483870968
30	1277.5642	96.07362	1754	47	58.466667	84.29547071456909	220.66191	7.30192	126.41174	4.218288	21.851154	0.345714	1598.186	1328.318	101.5	1.7360319270239453
31	925.50964	245.86943	1371	47	45.7	92.55743980407715	221.55798	7.114709	127.50888	4.3050985	20.251852	0.31765398	1578.3523	1475.0762	77.5	1.6958424507658643
32	250.34705	81.67869	266	108	8.866667	159.5288372039795	213.8797	13.372479	118.15585	9.0856695	28.234629	0.4779218	1253.5298	39.385895	14.5	1.6353383458646618
33	209.45374	79.20193	266	108	8.866667	66.60018682479858	227.5639	7.2625723	126.07902	3.332271	23.622602	0.37472692	1286.4172	86.63491	15.0	1.6917293233082706
34	1805.6494	468.1279	1446	129	48.2	104.00738954544067	208.80913	13.37294	123.41641	8.47075	37.461605	0.6070766	786.983	1523.3003	87.0	1.8049792531120332
35	128.99142	50.58136	192	141	6.4	60.88555097579956	204.59895	6.6647935	119.14761	2.0047731	20.15491	0.33831832	1746.7329	615.1206	11.0	1.71875
36	108.94848	43.09482	192	141	6.4	68.84927272796631	235.32812	7.2726727	130.11526	2.507227	17.0232	0.26166335	1686.5668	614.48785	11.5	1.796875
37	96.84411	36.922554	109	292	3.6333334	75.80987691879272	207.84404	6.0997486	120.35995	2.7696357	26.654343	0.4429105	1194.218	1105.831	7.0	1.926605504587156
38	63.790966	3.624583	101	333	3.3666666	43.60731840133667	430.1386	19.7023	209.95961	22.826607	18.947811	0.18049006	1708.4666	592.5626	1.5	0.44554455445544555
39	107.049286	48.087906	173	449	5.766667	47.908101081848145	233.52023	6.7656703	129.67123	2.870406	18.56346	0.28631577	1744.4364	588.9185	9.5	1.6473988439306357
40	134.6795	53.032227	173	449	5.766667	60.211451053619385	206.98267	6.593226	119.550735	2.575393	23.354826	0.39070988	1712.068	638.45996	10.5	1.8208092485549132
42	434.3302	172.58864	600	466	20.0	83.18002939224243	213.74834	35.172863	119.11469	17.716795	21.716509	0.36463192	1143.9901	45.363544	33.5	1.675
43	506.42108	121.69583	528	530	17.6	92.56269693374634	212.19318	21.541641	128.41916	11.809732	28.773924	0.44812512	1086.887	1663.6152	33.5	1.9034090909090908
44	447.11386	118.2642	569	545	18.966667	71.84924840927124	248.6819	9.15914	134.94695	4.7228804	23.573666	0.34937677	1013.3795	887.36346	35.0	1.8453427065026362
45	349.4493	109.56129	569	545	18.966667	61.583476066589355	213.94025	5.698401	122.391914	2.8820164	18.42439	0.30107203	999.1291	1014.88367	34.0	1.7926186291739894
46	1141.7651	279.0088	1243	558	41.433334	93.70410203933716	195.58165	8.560783	115.073265	6.8524265	27.55668	0.47894147	1416.2499	1090.5504	69.5	1.6773934030571198
47	215.2792	66.284294	223	586	7.4333334	120.44209957122803	183.9731	49.653023	108.53031	26.597073	28.961329	0.5337003	411.39093	513.9063	13.5	1.8161434977578474
48	246.67543	60.453762	384	696	12.8	74.64369535446167	240.76823	6.5261817	130.50975	2.4074473	19.271519	0.29532686	1249.0702	1129.7229	23.0	1.796875
50	1075.7545	120.97972	1099	702	36.633335	92.50608444213867	207.95268	6.906053	122.948006	3.2113585	29.365456	0.477689	1433.1729	1327.2366	68.5	1.869881710646042
51	324.0239	167.40999	378	702	12.6	75.95321416854858	205.29893	6.2531095	123.34215	2.71985	25.716183	0.41698936	1345.0057	1228.2703	23.5	1.8650793650793651
52	243.78835	38.34717	338	745	11.266666	64.53610181808472	206.43195	6.716589	119.60265	2.6497416	21.63802	0.36183175	1723.8734	621.87244	20.0	1.7751479289940828
53	192.21562	37.547153	338	745	11.266666	54.8793089389801	233.42604	6.643676	129.73712	2.9951491	17.060558	0.26300192	1743.9524	647.17224	17.0	1.5088757396449703
54	507.45865	68.06624	541	817	18.033333	93.35780382156372	229.71535	8.857322	128.06232	4.412474	28.140036	0.43947414	1329.7775	735.82544	35.5	1.9685767097966729
56	435.8015	8.371219	467	949	15.566667	136.11406803131104	232.34476	43.441082	122.04177	21.823515	27.995813	0.4587907	1841.6761	351.62112	25.0	1.6059957173447537
57	216.95894	33.219826	302	1108	10.066667	69.44507360458374	202.72185	5.3317313	118.88008	2.3206499	21.552214	0.36258745	1730.3782	610.49194	18.5	1.8377483443708609
58	189.10214	61.132683	302	1108	10.066667	55.04297375679016	232.50662	6.0031796	129.74974	2.6803675	18.78498	0.28955713	1763.4375	684.14014	17.5	1.7384105960264902
59	88.35484	47.22644	130	1112	4.3333335	51.67595386505127	429.93076	17.548687	222.89351	16.905035	20.389578	0.18295355	1285.0822	1119.863	0.0	0.0
60	527.6187	111.6106	566	1235	18.866667	111.81887626647949	216.95937	10.719932	131.11377	5.6705284	27.965658	0.4265861	1007.8867	1648.1654	36.0	1.9081272084805654
61	296.04144	41.23026	542	1259	18.066668	57.90080666542053	252.50739	6.2468433	133.86827	10.532607	16.386057	0.24480869	998.69293	906.303	28.5	1.5774907749077491
62	372.74133	170.84872	542	1259	18.066668	58.8906455039978	216.24539	6.282676	122.8377	2.3217747	20.63144	0.33591378	1091.4564	939.5693	33.5	1.8542435424354244
63	134.90038	41.07335	139	1269	4.633333	82.99175977706909	183.66187	39.856728	111.264435	23.961489	29.115189	0.5233512	392.20718	547.1643	8.5	1.8345323741007193
64	413.33398	108.853294	469	1332	15.633333	112.3560118675232	212.36034	11.421799	120.639275	11.604151	26.439274	0.43831953	1178.8044	1111.7633	22.5	1.439232409381663
65	324.8165	46.818996	469	1332	15.633333	64.16151523590088	240.42644	5.2470407	130.33669	2.709095	20.777174	0.3188231	1235.4609	1108.3748	27.5	1.7590618336886994
66	144.39923	65.519455	161	1359	5.366667	67.99652338027954	207.61491	5.332755	123.1016	2.3099864	26.906689	0.43714604	1323.7365	704.6787	9.0	1.6770186335403727
67	147.40608	42.647263	161	1359	5.366667	67.99501419067383	234.28572	5.2766333	129.02612	2.2377892	27.466972	0.4257583	1284.4482	728.2035	10.0	1.8633540372670807
68	286.4371	40.57371	424	1377	14.133333	59.25632357597351	223.92453	5.4503098	127.930305	2.75362	20.266777	0.3168409	1559.1659	957.3302	25.5	1.804245283018868
69	352.885	152.34738	424	1377	14.133333	69.09947633743286	183.42216	5.2017074	113.2195	2.4934034	24.968279	0.4410597	1657.0903	987.2317	27.5	1.945754716981132
71	205.18454	85.42513	285	1460	9.5	91.50529146194458	190.94737	41.519054	115.15838	21.941214	21.598372	0.37510726	1428.7985	1651.8363	16.5	1.736842105263158
72	350.50076	141.99367	341	1460	11.366667	106.39090776443481	181.85631	6.993686	114.49463	6.357777	30.835846	0.53864264	1515.4347	1560.4326	20.0	1.7595307917888563
73	103.78259	41.380024	149	1500	4.9666667	59.268858432769775	425.26846	13.637504	224.01201	11.607399	20.895824	0.18655986	1737.3744	624.3565	2.5	0.5033557046979866
74	167.70052	57.881096	176	1625	5.866667	69.62543964385986	233.55682	6.5191727	128.93724	2.8097408	28.585314	0.44339886	1301.426	697.66266	11.5	1.9602272727272727
75	160.59225	72.28334	155	1646	5.1666665	100.82696914672852	223.45161	51.89302	116.30512	26.194166	31.082373	0.5344971	1875.575	390.49115	8.5	1.6451612903225807
76	126.194824	51.781895	146	1655	4.866667	62.52803564071655	209.9178	5.6035786	119.11206	2.2909653	25.930443	0.43539575	1693.1622	588.7056	8.5	1.7465753424657535
77	87.20874	43.615623	146	1655	4.866667	52.346946001052856	234.4726	5.479989	129.35599	2.5170069	17.919605	0.27705875	1770.0344	599.7354	8.0	1.643835616438356
78	82.69312	31.04067	103	1698	3.4333334	75.70499897003174	207.30096	10.021384	114.58828	16.09857	24.085375	0.42038113	1380.1636	736.61975	3.5	1.0194174757281553
