Track 	Length	Distance	#Frames	1stFrame	time(s)	MaxSpeed	AvgArea	StdArea	AvgPerim	StdPerim	AvgSpeed	BLPS	avgX	avgX	Bends	BBPS
15	1502.0635	407.1777	1801	0	60.033333	87.34927654266357	217.01277	9.461815	120.93376	6.3962727	25.02049	0.41378835	1213.9397	539.76685	102.5	1.7073847862298723
16	639.7689	94.72274	1314	0	43.8	61.262454986572266	229.84094	3.4697866	125.31575	2.1826117	14.606596	0.23311667	997.36664	865.5875	72.0	1.643835616438356
17	679.90857	88.57027	751	0	25.033333	105.7284665107727	230.5233	9.092219	120.65496	4.2959	27.16013	0.45021155	1849.7694	810.5685	41.0	1.6378162450066578
18	724.32635	209.63454	1314	0	43.8	74.86583232879639	213.85844	8.854742	118.937096	10.851692	16.53713	0.27808195	1102.1084	772.4284	59.5	1.3584474885844748
19	543.66833	55.243538	751	0	25.033333	86.0180139541626	214.25166	10.501647	113.110146	8.682642	21.717777	0.38401112	1792.7324	942.2918	42.0	1.677762982689747
20	1372.3937	229.74184	1801	0	60.033333	77.58980512619019	226.10994	5.8580537	119.70865	2.5474274	22.860529	0.3819361	1586.1802	1032.8114	99.0	1.649083842309828
21	1669.2113	26.74082	1801	0	60.033333	81.95647716522217	233.01443	4.6327114	122.68783	3.1359074	27.80474	0.45325997	1200.4904	1009.2392	104.5	1.7406996113270405
22	558.2442	81.21123	834	0	27.8	64.95073556900024	239.15587	3.9966576	128.79472	3.3703618	20.080727	0.3118253	904.39655	1049.3583	43.0	1.5467625899280575
23	459.0817	157.83861	834	0	27.8	54.22082304954529	216.97961	3.8414955	117.71242	2.5874884	16.51373	0.28057754	1017.8651	1129.2913	39.0	1.4028776978417266
24	1133.0831	109.974014	1801	0	60.033333	75.743887424469	224.35757	4.1179633	117.0897	5.2191133	18.874233	0.3223893	1322.7583	1186.2028	91.5	1.524153248195447
25	1516.7091	272.54575	1741	60	58.033333	129.17459964752197	263.12405	19.983545	128.91016	9.716861	26.135138	0.40547833	1175.557	92.35771	98.5	1.697300402067777
28	614.156	36.397045	1282	217	42.733334	45.39611220359802	243.86896	4.369362	125.13378	2.4957786	14.371826	0.22970337	1410.758	813.9661	79.5	1.860374414976599
29	869.4873	48.00565	1282	217	42.733334	71.56668663024902	167.26833	4.4435654	101.74763	10.0150175	20.346817	0.39994675	1486.3077	794.61676	65.0	1.5210608424336973
30	1200.6288	30.83869	1523	278	50.766666	83.33700656890869	206.41103	5.905781	116.809326	2.8622108	23.649942	0.40493244	1801.3333	642.3391	95.0	1.871306631648063
31	236.55081	85.5785	246	278	8.2	85.21190643310547	205.85365	39.87771	109.27661	19.121702	28.84766	0.527975	1843.7522	618.9929	15.5	1.8902439024390243
32	287.33316	121.72581	480	383	16.0	60.64032554626465	245.73541	3.7476223	126.25594	2.2810042	17.958323	0.2844749	1445.1606	643.6336	27.0	1.6875
33	232.89923	112.33801	313	550	10.433333	95.4769778251648	240.50798	8.551921	125.28438	6.503377	22.322609	0.35635105	1398.7877	706.76514	18.5	1.7731629392971247
34	666.37427	137.07376	1251	550	41.7	65.27092695236206	252.66028	5.4180894	129.22476	3.593153	15.980198	0.2473241	1320.6091	612.7655	58.5	1.4028776978417266
35	182.34471	71.53567	200	611	6.6666665	104.03353929519653	203.61	42.055214	109.26889	20.049011	27.351707	0.50063115	1860.3154	648.4226	12.0	1.8
37	511.47635	206.52644	594	876	19.8	177.26014137268066	226.72728	9.8197775	120.643196	4.448626	25.832138	0.4282403	1802.821	801.9103	37.5	1.893939393939394
39	206.17096	85.07182	244	876	8.133333	182.6231861114502	209.35246	13.290625	114.07788	9.1282625	25.348888	0.44441375	1782.7343	862.4396	16.0	1.9672131147540983
40	212.5293	86.14159	244	876	8.133333	71.96169376373291	223.15164	5.0728803	121.18837	2.861124	26.130651	0.43124023	1747.2378	913.88983	11.0	1.3524590163934427
41	325.16522	32.97269	472	890	15.733334	88.1719708442688	229.34534	59.07688	111.77881	26.75271	20.66728	0.3697889	1707.5043	1280.924	19.0	1.2076271186440677
42	543.3477	89.165596	862	939	28.733334	88.40048789978027	249.05104	11.778727	126.789185	8.805096	18.910013	0.29829064	1540.517	700.8298	39.0	1.357308584686775
43	196.59888	94.86526	319	939	10.633333	67.41974830627441	240.34796	3.9086971	125.17092	2.502133	18.488922	0.29541883	1383.7288	688.5595	18.0	1.6927899686520376
44	581.43097	162.11995	750	941	25.0	169.6166753768921	282.13068	56.536427	118.1019	21.034056	23.257238	0.39385036	853.2149	1586.6346	37.5	1.5
45	165.79947	61.064156	193	995	6.4333334	64.84479188919067	215.03627	4.104587	117.573875	2.8247256	25.771938	0.43839565	884.5223	1086.6239	11.5	1.7875647668393781
46	132.76497	66.24065	193	995	6.4333334	59.9235999584198	245.69948	4.3508677	129.92038	2.5739381	20.637041	0.3176875	871.2615	1149.6808	11.0	1.7098445595854923
47	550.9655	221.41682	648	1153	21.6	116.44622325897217	198.21759	9.092885	111.11497	6.8869753	25.507662	0.45912197	1622.0642	925.3014	41.0	1.8981481481481481
48	575.424	112.64174	648	1153	21.6	107.2256326675415	217.36728	10.884002	117.5633	7.4883585	26.64	0.45320264	1714.473	935.5558	29.5	1.3657407407407407
49	469.34622	20.234482	607	1194	20.233334	64.15617942810059	226.9094	4.601624	125.887314	2.41	23.196684	0.36853093	868.935	522.2971	37.5	1.8533772652388798
50	373.17487	127.56234	607	1194	20.233334	75.961754322052	215.11697	3.9894032	118.5329	3.8739405	18.443567	0.31119746	889.5378	634.7413	28.0	1.383855024711697
51	398.03796	157.33969	521	1280	17.366667	79.7966480255127	196.94626	3.9948273	109.44007	2.2584195	22.919653	0.41885304	1309.1459	638.63416	30.0	1.727447216890595
52	247.9759	110.70965	399	1280	13.3	73.29408645629883	245.14285	3.7459717	126.36655	2.2982113	18.644804	0.29509082	1436.2795	657.3386	23.5	1.7669172932330828
54	390.95242	88.65127	467	1334	15.566667	69.26661729812622	217.182	4.0937324	117.76411	2.8130143	25.114717	0.42652586	909.08875	1112.0897	28.0	1.7987152034261242
55	329.10944	181.67258	467	1334	15.566667	64.84532833099365	245.67024	4.488712	130.18082	2.5863678	21.141933	0.32480875	976.8341	1148.306	28.0	1.7987152034261242
56	147.93263	73.65899	290	1511	9.666667	50.942444801330566	230.4862	3.870054	124.499664	5.663396	15.303375	0.24583802	1090.7876	705.5751	14.0	1.4482758620689655
57	146.86087	73.51809	290	1511	9.666667	47.77477741241455	213.92758	3.4738166	121.263985	2.7937686	15.192503	0.2505691	1092.1854	825.2001	16.0	1.6551724137931034
59	170.44502	63.988564	253	1548	8.433333	114.66209650039673	228.60474	51.742744	111.69566	24.061539	20.210873	0.3618918	1681.615	1311.932	12.0	1.4229249011857708
60	145.54645	60.67899	250	1551	8.333333	60.152621269226074	243.936	6.1235523	126.75825	4.5318656	17.465574	0.27557296	1686.5724	866.1554	12.0	1.44
61	227.45053	106.8783	250	1551	8.333333	73.97289991378784	216.012	4.8887067	118.81894	3.0550535	27.294064	0.45942277	1642.9293	786.3435	16.0	1.92
62	95.162605	43.295303	177	1624	5.9	83.7902569770813	247.0	3.842052	125.758064	2.130785	16.129255	0.25651246	1467.219	818.4526	10.5	1.7796610169491525
